wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00001.wav|Acest lucru nu poate fi acceptat.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00002.wav|Voi menționa doar aspectele cele mai importante.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00003.wav|Vă mulţumesc pentru activitatea dvs.. excelentă.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00004.wav|Cel de-al doilea aspect este următorul.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00005.wav|Trebuie să folosim acest timp în mod corespunzător.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00006.wav|Trebuie luate măsuri în acest sens.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00007.wav|Nu a murit, dar a rămas mutilată și asta m-a marcat.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00008.wav|Discuţia de astăzi a fost una foarte interesantă.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00009.wav|De acum avem nevoie de rezultate.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00010.wav|Am abordat procedura bugetară cu foarte mult realism.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00011.wav|Din acest motiv, nu am votat pentru.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00012.wav|Este pur şi simplu o neruşinare...|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00013.wav|Deci voi propune acest lucru dlui preşedinte.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00014.wav|Nu avem o reţea de facilităţi pentru donatori.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00015.wav|Cine este răspunzător pentru acest lucru?|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00016.wav|Ordinea de zi conţine multe discuţii importante.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00017.wav|Suntem gata să aducem mai multe resurse.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00018.wav|Acesta este semnalul potrivit la momentul potrivit.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00019.wav|Astfel că sunt rapide, efective şi eficiente.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00020.wav|Am dat dovadă de hotărâre comună.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00021.wav|Să sperăm că vom ajunge acolo.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00022.wav|De fapt, vor fi încurajate să acționeze individual.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00023.wav|Bosnia este aproape de etapa ridicării vizelor.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00024.wav|Din păcate, situaţia se va înrăutăţi.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00025.wav|Dorim cu adevărat să se întâmple acest lucru?|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00026.wav|Nu trebuie folosit vânatul adunat din pădure.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00027.wav|Aceşti oameni au acum o posibilitate de alegere.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00028.wav|Bacteria costă așadar vieți, multe vieți.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00029.wav|Numai experţii ne pot spune aceasta.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00030.wav|Sentimentele adevărate trebuie să reziste oricărei ispite.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00031.wav|Altfel, va fi imposibil să se facă interpretarea.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00032.wav|De aceea am votat în acest fel.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00033.wav|Proiectul de directivă are anumite lacune.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00034.wav|V-a făcut o ofertă pentru noua sa emisiune.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00035.wav|Politicile noastre trebuie să fie viabile și realiste.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00036.wav|Arma a fost confiscată.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00037.wav|Acesta e un pas în direcţia cea bună.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00038.wav|Este important ca aceste operaţiuni să fie coordonate.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00039.wav|Lucrurile au fost mult prea ușoare până acum.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00040.wav|Un lucru care, cred eu, este foarte interesant.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00041.wav|Pentru a fi mai operativi, unii au împărțit rândurile cu părinții.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00042.wav|Nu în fața prefecturii.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00043.wav|Eram de partea lor sau de partea bancherilor?|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00044.wav|A investi în ea nu constituie niciun risc.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00045.wav|Dumneaei nu poate fi prezentă astăzi.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00046.wav|Întâlniri asemănătoare au avut loc la Washington și Melbourne.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00047.wav|Aţi menţionat libera circulaţie a cunoştinţelor.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00048.wav|Acest tip de violenţă există la scară largă.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00049.wav|Toate amenajările sunt în conformitate cu normele inspectoratului de stat în construcții.|SPK01_male_cv_ro
wavs_train/SPK01_male_cv_ro/SPK01_male_cv_ro_00050.wav|Nu vreau să-l înnebunesc cu întrebarea mea.|SPK01_male_cv_ro
